id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
15840029,https://www.airbnb.com/rooms/15840029,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.76 · 1 bedroom · 2 beds · 1.5 baths,,,https://a0.muscache.com/pictures/7d41bdb6-7708-4b70-8384-cd86a8b846e4.jpg,52215565,https://www.airbnb.com/users/show/52215565,João Paulo,2015-12-25,"Geneva, Switzerland","",N/A,N/A,N/A,f,https://a0.muscache.com/im/pictures/user/df8bd48e-81d2-4cb6-b7d5-3433b8a350c9.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/df8bd48e-81d2-4cb6-b7d5-3433b8a350c9.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.20885,6.13332,Entire rental unit,Entire home/apt,4,,1.5 baths,,2,[],,2,15,2,2,15,15,2.0,15.0,,,0,0,0,0,2023-12-27,38,0,0,2016-11-17,2022-04-16,4.76,4.71,4.89,4.92,4.89,4.79,4.66,,f,1,1,0,0,0.44
15862729,https://www.airbnb.com/rooms/15862729,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.59 · 1 bedroom · 3 beds · 1 bath,,this area closed from the central station is an alternative place . an other point of view of Genève. from my place you can go everywhere in Genève.,https://a0.muscache.com/pictures/541d445c-8a87-405d-af40-df9bf6fa73dc.jpg,102814860,https://www.airbnb.com/users/show/102814860,Chet,2016-11-07,"Geneva, Switzerland","",within a few hours,100%,88%,t,https://a0.muscache.com/im/pictures/user/5f742115-0077-4c17-9140-2e09ef68db22.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5f742115-0077-4c17-9140-2e09ef68db22.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21156,6.14169,Entire rental unit,Entire home/apt,2,,1 bath,,3,[],$66.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,0,0,5,145,2023-12-27,122,40,2,2016-11-13,2023-12-12,4.59,4.76,4.12,4.85,4.83,4.89,4.59,,f,1,1,0,0,1.41
15864251,https://www.airbnb.com/rooms/15864251,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.93 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/2d2cbf6f-5e7c-4af6-a9ae-4ee35edb444b.jpg,102828600,https://www.airbnb.com/users/show/102828600,Rouby,2016-11-07,"Geneva, Switzerland","Sociable, j'aime les contactes afin de découvrir  les gens et les autres cultures, j'aime particulièrement  les voyages, assez ouverte d'esprit, j'aime également  la décoration d'intérieur, la cuisine, j'aime recevoir, faire des balades dans la nature Et pleins d'autres chose... 
Au plaisir de vous rencontrer
 ",within an hour,100%,94%,t,https://a0.muscache.com/im/pictures/user/475b9af8-8cc5-49c9-bf28-482b85fd9880.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/475b9af8-8cc5-49c9-bf28-482b85fd9880.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Commune de Genève,,46.206,6.14444,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$139.00,2,7,2,2,1125,1125,2.0,1125.0,,t,0,0,0,112,2023-12-27,73,14,1,2016-11-13,2023-11-28,4.93,4.93,4.99,4.95,4.97,4.99,4.86,,f,1,1,0,0,0.84
15869970,https://www.airbnb.com/rooms/15869970,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/9e03571c-f585-4d0e-ba41-5e5a8cb55f37.jpg,102878018,https://www.airbnb.com/users/show/102878018,Hélène,2016-11-07,"Geneva, Switzerland","",within a day,100%,0%,f,https://a0.muscache.com/im/pictures/user/35dfba88-33e3-46d4-a505-91281caa7631.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/35dfba88-33e3-46d4-a505-91281caa7631.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.20839,6.14414,Private room in rental unit,Private room,1,,1 shared bath,,1,[],$70.00,60,180,60,60,180,180,60.0,180.0,,t,11,41,71,251,2023-12-27,3,0,0,2017-07-15,2020-02-29,5.0,5.0,4.67,5.0,4.67,5.0,4.67,,f,1,0,1,0,0.04
15966357,https://www.airbnb.com/rooms/15966357,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.48 · Studio · 2 beds · 1 bath,,"Best location in Geneva, near the lake and the main avenue. You will find everything you need in less than 2 Minutes on foot.",https://a0.muscache.com/pictures/4ffd4b14-aff3-4dca-b3ae-41d5af49000d.jpg,38588731,https://www.airbnb.com/users/show/38588731,Mehdi,2015-07-15,"Geneva, Switzerland","Bonjour à tous!

Je suis consultant financier à Genève, étant souvent en voyage je propose mon studio pendant mon absence.

Passez un excellent séjour!",within a day,100%,81%,f,https://a0.muscache.com/im/pictures/user/e2686831-64eb-4364-b957-7e62c776c652.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e2686831-64eb-4364-b957-7e62c776c652.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.20385,6.14861,Entire rental unit,Entire home/apt,2,,1 bath,,2,[],$135.00,10,1125,10,10,1125,1125,10.0,1125.0,,t,12,12,12,265,2023-12-27,29,4,0,2017-05-13,2023-10-07,4.48,4.72,4.34,4.9,4.69,4.97,4.55,,f,1,1,0,0,0.36
16146051,https://www.airbnb.com/rooms/16146051,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.40 · Studio · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTYxNDYwNTE%3D/original/35bc8c0f-8498-4d80-a0d3-ec503da4b5ef.jpeg,83310976,https://www.airbnb.com/users/show/83310976,Max,2016-07-12,,a global citizen. ,within an hour,100%,83%,t,https://a0.muscache.com/im/pictures/user/7c460ff0-8c28-43f8-9ef9-aef3cd9a8215.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7c460ff0-8c28-43f8-9ef9-aef3cd9a8215.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,Commune de Genève,,46.21186,6.14482,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$120.00,5,1125,5,5,1125,1125,5.0,1125.0,,t,29,59,89,364,2023-12-27,10,6,1,2019-05-12,2023-12-01,4.4,4.7,4.6,5.0,4.7,4.7,4.5,,f,1,1,0,0,0.18
16152623,https://www.airbnb.com/rooms/16152623,20231227030725,2023-12-27,city scrape,Rental unit in Genève · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/25e9e835-c4b6-4d28-a6d8-4d1dcf8f39c9.jpg,6210353,https://www.airbnb.com/users/show/6210353,Ana,2013-05-03,"Geneva, Switzerland","Quality, diversity, brightness and freedom make part of my world",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/8785ff6b-0166-48c5-9ffc-d3612d1db96e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8785ff6b-0166-48c5-9ffc-d3612d1db96e.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone']",t,t,,Commune de Genève,,46.20766,6.14393,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],$250.00,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,365,2023-12-27,0,0,0,,,,,,,,,,,t,1,1,0,0,
16159057,https://www.airbnb.com/rooms/16159057,20231227030725,2023-12-27,previous scrape,Villa in Cologny · ★4.86 · 4 bedrooms · 5 beds · 3.5 baths,,"The neighbourhood is named after our house, La Gradelle, when it was the Master's house of a vast farm. It has transformed over time in a quiet upmarket residential area.  There is not much to do in the immediate vicinity but the village of Cologny, a few minutes away hosts the world famous Biblioteca Bodmeriana, a private museum deploying among other treasures a Gutenberg bible. There is a fuel station with a grocery and a Migros supermarket at walking distance.",https://a0.muscache.com/pictures/1cdb01eb-06c8-4138-a1cd-8b5c96191cfb.jpg,81618685,https://www.airbnb.com/users/show/81618685,Maliza,2016-07-04,"Nairobi, Kenya",We are a multiple origins couple with roots in Africa and Europe. Maliza is a designer and an artist and Alexandre advises peace processes in Africa. We have three beautiful children who spend the week in a boarding school in the Rift Valley and the week end with us in our family farm in Naivasha. ,a few days or more,0%,11%,f,https://a0.muscache.com/im/pictures/user/704e61e4-79b6-49e3-b9c8-18944bf4856e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/704e61e4-79b6-49e3-b9c8-18944bf4856e.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,"Cologny, Genève, Switzerland",Cologny,,46.20709,6.19149,Entire villa,Entire home/apt,7,,3.5 baths,,5,[],$299.00,2,30,2,2,30,30,2.0,30.0,,t,23,46,76,162,2023-12-27,80,0,0,2016-12-21,2020-05-18,4.86,4.86,4.49,4.93,4.9,4.86,4.8,,f,1,1,0,0,0.94
16172566,https://www.airbnb.com/rooms/16172566,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.79 · 1 bedroom · 2 beds · 1 bath,,,https://a0.muscache.com/pictures/9b01daaf-86e8-4253-a017-824bde2584f5.jpg,3737690,https://www.airbnb.com/users/show/3737690,Philippe,2012-10-02,"Geneva, Switzerland",J'apprécie de faire connaissance avec des gens de toutes origines. Je m'investis au maximum pour que mes visiteurs se sentent bien dans mes appartements ,within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/c5fbaa26-0731-499c-a0cd-c633cdec2f50.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/c5fbaa26-0731-499c-a0cd-c633cdec2f50.jpg?aki_policy=profile_x_medium,,25,33,"['email', 'phone']",t,t,,Commune de Genève,,46.21255,6.12758,Entire rental unit,Entire home/apt,3,,1 bath,,2,[],$119.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,24,54,144,2023-12-27,72,18,2,2017-06-03,2023-12-07,4.79,4.9,4.88,4.93,4.81,4.79,4.67,,t,23,23,0,0,0.90
16196763,https://www.airbnb.com/rooms/16196763,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.63 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/df9a1747-ee7c-49e1-a7a1-5f9f1e9cb9d3.jpg,21509285,https://www.airbnb.com/users/show/21509285,Charlotte,2014-09-19,"Geneva, Switzerland","J'ai 60 ans, mariée et grand-maman de 8 petits enfants, je vis à Genève.
Nous recevons des hôtes fidèles depuis de nombreuses années et c'est toujours une joie de savoir qu'ils se sentent chez eux.",within an hour,100%,84%,f,https://a0.muscache.com/im/pictures/user/7081c35c-0ce8-4f5c-a337-393b3099da39.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/7081c35c-0ce8-4f5c-a337-393b3099da39.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,,Commune de Genève,,46.20793,6.14285,Entire rental unit,Entire home/apt,1,,1 bath,,1,[],$78.00,5,400,5,5,400,400,5.0,400.0,,t,0,0,0,163,2023-12-27,30,3,3,2016-12-16,2023-12-26,4.63,4.97,4.63,4.97,4.97,4.97,4.8,,f,1,1,0,0,0.35
16199048,https://www.airbnb.com/rooms/16199048,20231227030725,2023-12-27,city scrape,Boutique hotel in Genève · ★4.14 · 1 bedroom · 1 bed · 1 private bath,,"Eaux-Vives is the trendy and calm area of Geneva. Fine dinning restaurants, boutiques are nearby and 3 minutes away from famous Rue du Rhône.<br /><br />>> The apartment is located: 4 min walk from the Lake<br /><br />>> 4 min walk from the central town (shopping area) and the old town",https://a0.muscache.com/pictures/09b85e13-df5d-404d-b4f5-657157be1650.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20044,6.1616,Room in boutique hotel,Hotel room,1,,1 private bath,,1,[],$106.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,29,59,89,364,2023-12-27,14,0,0,2017-02-14,2022-05-01,4.14,4.64,4.43,4.43,4.57,4.71,4.0,,f,86,77,7,0,0.17
16257353,https://www.airbnb.com/rooms/16257353,20231227030725,2023-12-27,city scrape,Boutique hotel in Genève · ★4.10 · Studio · 2 beds · 1 bath,,"Eaux-Vives is the trendy and calm area of Geneva. Fine dinning restaurants, boutiques are nearby and 3 minutes away from famous Rue du Rhône.<br /><br />>> The apartment is located: 4 min walk from the Lake<br /><br />>> 4 min walk from the central town (shopping area) and the old town",https://a0.muscache.com/pictures/ba57b3aa-d31b-4db5-9841-5fdc3c129869.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20044,6.1616,Room in boutique hotel,Hotel room,2,,1 bath,,2,[],$150.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,28,58,88,363,2023-12-27,10,0,0,2016-12-23,2022-08-07,4.1,4.67,4.5,4.78,4.56,4.67,4.11,,f,86,77,7,0,0.12
16257749,https://www.airbnb.com/rooms/16257749,20231227030725,2023-12-27,city scrape,Hotel in Genève · ★4.33 · Studio · 4 beds · 1 private bath,,"Eaux-Vives is the trendy and calm area of Geneva. Fine dinning restaurants, boutiques are nearby and 3 minutes away from famous Rue du Rhône.<br /><br />>> The apartment is located: 4 min walk from the Lake<br /><br />>> 4 min walk from the central town (shopping area) and the old town",https://a0.muscache.com/pictures/bfb9260d-1d1b-41fa-bff4-92099b0ff1b6.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20044,6.1616,Room in hotel,Private room,4,,1 private bath,,4,[],$239.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,56,86,361,2023-12-27,18,0,0,2017-01-20,2020-12-06,4.33,4.47,4.78,4.65,4.41,4.53,4.29,,f,86,77,7,0,0.21
16291892,https://www.airbnb.com/rooms/16291892,20231227030725,2023-12-27,city scrape,Boutique hotel in Genève · ★4.0 · Studio · 4 beds · 1 bath,,"Eaux-Vives is the trendy and calm area of Geneva. Fine dinning restaurants, boutiques are nearby and 3 minutes away from famous Rue du Rhône.<br /><br />>> The apartment is located: 4 min walk from the Lake<br /><br />>> 4 min walk from the central town (shopping area) and the old town",https://a0.muscache.com/pictures/c54a6a71-533c-4273-9c08-caeb5a457271.jpg,3528377,https://www.airbnb.com/users/show/3528377,Marc,2012-09-10,"Geneva, Switzerland","Keys'n'Fly - Airbnb Management Solution That Suits You
My name is Marc with Keys'n'Fly Vacation Rentals, a full service property management company based out of Geneva, Switzerland. My team and I strive to make every experience a seamless one, no matter where your trip may take you. As hospitality professionals experts, we are dedicated to provide superior customer service with attentiveness to inquiries and our guests while they are staying with us. 
Our beloved hosts trust us in managing their properties on their behalf and we hope you will trust us with your stay.
Please let us know how we may help you with your next trip.",within an hour,98%,89%,f,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/ba502c51-8744-43f0-a4fa-4870ec500a3a.jpg?aki_policy=profile_x_medium,,145,363,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.20044,6.1616,Room in boutique hotel,Entire home/apt,4,,1 bath,,4,[],$249.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,30,56,86,361,2023-12-27,13,0,0,2017-01-15,2022-06-02,4.0,4.15,4.38,4.46,4.46,4.38,4.08,,f,86,77,7,0,0.15
16306091,https://www.airbnb.com/rooms/16306091,20231227030725,2023-12-27,city scrape,Rental unit in Meyrin · 2 bedrooms · 3 beds · 1.5 baths,,"OUr building is 2 mn away from public transportation and from a little village center where you find a pharmacy, bakery,cafe and supermarket. We are in an Eco area meaning that they are no cars in the area.",https://a0.muscache.com/pictures/miso/Hosting-16306091/original/dbc5d67e-5fef-414f-8a66-70224bcf5123.jpeg,3607463,https://www.airbnb.com/users/show/3607463,Lysiane,2012-09-18,"Geneva, Switzerland","Hello everyone, we are a family of 4,  with 2 kids.  We love nature and harmony :-) My husband works in the renewable energy field and i am a social worker and a yoga teacher. Our life motto is to live here and now, to enjoy every minute of life and be happy with what we have :-)",within a few hours,100%,N/A,f,https://a0.muscache.com/im/users/3607463/profile_pic/1351874526/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3607463/profile_pic/1351874526/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Meyrin, Geneva, Switzerland",Meyrin,,46.22721,6.07938,Entire rental unit,Entire home/apt,4,,1.5 baths,,3,[],$150.00,7,70,7,7,70,70,7.0,70.0,,t,28,49,79,79,2023-12-27,1,0,0,2017-01-30,2017-01-30,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,f,1,1,0,0,0.01
16309343,https://www.airbnb.com/rooms/16309343,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/f9e62ab0-f3b4-4b25-a0d8-17ae66096831.jpg,53014632,https://www.airbnb.com/users/show/53014632,Noemi,2016-01-02,"Geneva, Switzerland","",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/2d6b72dd-f712-416e-9dfb-f1831d862498.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/2d6b72dd-f712-416e-9dfb-f1831d862498.jpg?aki_policy=profile_x_medium,Moncloa,2,3,"['email', 'phone']",t,t,,Commune de Genève,,46.19,6.13696,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$60.00,1,365,1,1,365,365,1.0,365.0,,t,15,45,75,350,2023-12-27,38,0,0,2017-01-05,2021-11-24,4.89,4.87,4.79,4.95,5.0,4.79,4.76,,f,1,0,1,0,0.45
16317754,https://www.airbnb.com/rooms/16317754,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · 1 bedroom · 1 bed · 1 shared bath,,"Free parking spaces (overnight only!) are available just in front of the building. For daytime parking you will have to pay a parking meter or park in a blue zone. Keep in mind due to the central location parking could be difficult. <br />You have all needed commodities around, at a walking distance : public transportation (Tram line 15 stops just around the corner), supermarkets, bar, restaurants, ATM's. You are also a few steps away from the nice botanical garden, as well as from a large park, where you can enjoy a jogging, or just walk around.<br />Also make sure you have a look at the beautiful lake border, and the famous ""Jet d'eau"" (fountain) and Geneva clock.",https://a0.muscache.com/pictures/miso/Hosting-16317754/original/ee513561-ef24-4015-b233-9fc43787e786.png,16673210,https://www.airbnb.com/users/show/16673210,Anjo,2014-06-11,"Geneva, Switzerland","I found it's very difficult to write about myself. Here goes..

My name is Anjo. I live in Geneva. It's a lovely little city with a beautiful lake. Summer is blessed here. It's an amazingly multinational city. No matter what race or cultural back ground you have, Geneva will embraces you with it's warmth. To be fair, Geneva has it's own issues too.

I am am entrepreneur. I work from home. Lucky me :-). I am very sociable and easy going person. Being growing up with a big family, I like people around me. I love to welcome people and get to know them. I have been hosting my family and friends in my guest room or my living room for quite a long time.

I am a passionate traveler. I try to travel frequently and have been all around the world (not in bottom of the world though..). Meet a stranger and become a friend it's a pleasure game for me. Airbnb giving us that opportunity.

I am looking forward to be your host.

Regards,

Anjo",N/A,N/A,67%,f,https://a0.muscache.com/im/pictures/user/25fc777e-8aca-4dce-a7f5-3b74b09035f0.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/25fc777e-8aca-4dce-a7f5-3b74b09035f0.jpg?aki_policy=profile_x_medium,,1,3,"['email', 'phone', 'work_email']",t,t,"Genève, Switzerland",Commune de Genève,,46.21876,6.14821,Private room in rental unit,Private room,1,,1 shared bath,,1,[],,2,28,2,2,28,28,2.0,28.0,,,0,0,0,0,2023-12-27,1,1,0,2023-09-10,2023-09-10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,f,1,0,1,0,0.28
16322751,https://www.airbnb.com/rooms/16322751,20231227030725,2023-12-27,city scrape,Rental unit in Meyrin · 1 bedroom · 1 bed · 1 shared bath,,,https://a0.muscache.com/pictures/3c191969-f7b2-4bb9-917b-eaa9651efe58.jpg,17442989,https://www.airbnb.com/users/show/17442989,Ghalib,2014-06-30,"Meyrin, Switzerland",we are family with 3 kids,N/A,N/A,50%,f,https://a0.muscache.com/im/pictures/user/366fca4e-dbba-4843-9b44-88a95a4f7718.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/366fca4e-dbba-4843-9b44-88a95a4f7718.jpg?aki_policy=profile_x_medium,,2,4,"['email', 'phone']",t,t,,Meyrin,,46.23027,6.07113,Private room in rental unit,Private room,2,,1 shared bath,,1,[],$214.00,1,3,1,1,3,3,1.0,3.0,,t,29,59,89,179,2023-12-27,0,0,0,,,,,,,,,,,f,1,0,1,0,
16328782,https://www.airbnb.com/rooms/16328782,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★5.0 · 1 bedroom · 1 bed · 1 bath,,,https://a0.muscache.com/pictures/miso/Hosting-16328782/original/8c0c7f85-52d3-4b70-9b00-1d05e2fcf41f.jpeg,72138780,https://www.airbnb.com/users/show/72138780,Fernando,2016-05-15,"Geneva, Switzerland","",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/d8f7edd7-3b67-4155-8b6e-56e939755a7e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d8f7edd7-3b67-4155-8b6e-56e939755a7e.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Commune de Genève,,46.20505,6.126,Entire rental unit,Entire home/apt,2,,1 bath,,1,[],,10,31,10,10,31,31,10.0,31.0,,,0,0,0,0,2023-12-27,4,1,0,2017-09-19,2022-12-30,5.0,4.75,4.25,5.0,4.75,5.0,4.75,,f,1,1,0,0,0.05
16355741,https://www.airbnb.com/rooms/16355741,20231227030725,2023-12-27,city scrape,Rental unit in Genève · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,,"- Nearby Cornavin railway station and lake, shops, restaurants and parks<br />- Piscine de Varembé: In- (33m) / Outside (25m) swimming pool about 10 min walk or 2 stops with Bus N° 8<br />- The botanical garden is about 20 min walk or you can take the tram from the Cornavin railway station",https://a0.muscache.com/pictures/airflow/Hosting-16355741/original/39d32fd6-acbc-4e47-a0c6-4ca840d74ac5.jpg,82128281,https://www.airbnb.com/users/show/82128281,Markus,2016-07-06,"Geneva, Switzerland","Information COVID19: I have been fully vaccinated

I was born in 1964, my zodiac sign is Cancer, I’m easy going, open minded and not complicated. 

I'm working as an Office Manager for an NGO  fighting impunity for international crimes and supporting victims in their quest for justice.. 

Addicted to coffee, chocolate and TV... otherwise quiet normal (I think...)!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-82128281/original/42befd5f-87ac-4442-b057-a5c70e456830.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-82128281/original/42befd5f-87ac-4442-b057-a5c70e456830.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.21462,6.13507,Private room in rental unit,Private room,1,,1 shared bath,,1,[],$80.00,1,60,1,1,1125,1125,1.0,1125.0,,t,5,5,5,154,2023-12-27,137,13,1,2017-01-10,2023-12-16,4.97,4.97,4.92,4.99,4.98,4.96,4.95,,f,1,0,1,0,1.62
16449089,https://www.airbnb.com/rooms/16449089,20231227030725,2023-12-27,previous scrape,Rental unit in Genève · ★4.69 · 1 bedroom · 1 bed · 1.5 shared baths,,"En bas de l’immeuble vous trouverez un fitness et juste en face un théâtre. Tout autour il y des restaurants pour tous les goûts et tous les budgets,  cinéma, magasins , supermarchés, bibliothèque...",https://a0.muscache.com/pictures/7dedbd31-5aca-46eb-89e9-eb8dc78a2ba3.jpg,107892790,https://www.airbnb.com/users/show/107892790,Ahlam,2016-12-20,,"",N/A,N/A,0%,f,https://a0.muscache.com/im/pictures/user/755e7bbf-1894-462f-b805-0ee87710958b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/755e7bbf-1894-462f-b805-0ee87710958b.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone']",t,t,"Genève, Switzerland",Commune de Genève,,46.20237,6.16358,Private room in rental unit,Private room,1,,1.5 shared baths,,1,[],,7,90,7,7,90,90,7.0,90.0,,,0,0,0,0,2023-12-27,48,0,0,2017-01-22,2020-02-19,4.69,4.81,4.75,4.92,4.75,4.88,4.75,,f,2,0,2,0,0.57
